Pokemon,Method,Location,Location Index,Time,Before Gym,Notes,AyTales Testing,Common,Uncommon,Rare,Woke AF,First Encounter,Permanent Encounter,Unique Encounter,Type 1,Type 2,Evo Types,First Stage,Evolutions,Final Evolution
Audino,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,Oran Berry,Sitrus Berry,,,N,N,N,Normal,,Normal Fairy,Y,-,Y
Crobat,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,,,,,N,N,N,Poison,Flying,,,0,Y
Garbodor,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,,,,,Y,N,Y,Poison,,,,0,Y
Golem,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,Everstone,,,,N,N,N,Rock,Ground,,,0,Y
Mawile,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,Iron Ball,,,,N,N,N,Steel,Fairy,,Y,-,Y
Parasect,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,Tiny Mushroom,Big Mushroom,,,N,N,N,Bug,Grass,,,0,Y
Smeargle,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,,,,,N,N,N,Normal,,,Y,-,Y
Steelix,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,Metal Coat,,,,N,N,N,Steel,Ground,,,0,Y
Tangrowth,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,,,,,N,N,N,Grass,,,,0,Y
Toucannon,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,Rawst Berry,,,,N,N,N,Normal,Flying,,,0,Y
Victreebel,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,,,,,Y,N,Y,Grass,Poison,,,0,Y
Weezing,Cave,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,Smoke Ball,,,,N,N,N,Poison,,,,0,Y
Exeggutor,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,,,,,Y,N,Y,Grass,Psychic,,,1,
Furfrou,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,,,,,N,N,N,Normal,,,Y,-,Y
Smeargle,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,,,,,N,N,N,Normal,,,Y,-,Y
Tangrowth,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,,,,,N,N,N,Grass,,,,0,Y
Toucannon,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,Rawst Berry,,,,N,N,N,Normal,Flying,,,0,Y
Tropius,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,,,,,N,N,N,Grass,Flying,,Y,-,Y
Victreebel,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,025 - Tier 3 Post Game,,,,,,,Y,N,Y,Grass,Poison,,,0,Y
Bellossom,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Day,025 - Tier 3 Post Game,,,Absorb Bulb,,,,Y,N,Y,Grass,,,,0,Y
Sceptile,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Day,025 - Tier 3 Post Game,,,,,,,Y,N,Y,Grass,,,,0,Y
Whimsicott,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Day,025 - Tier 3 Post Game,,,Absorb Bulb,,,,N,N,N,Grass,Fairy,,,0,Y
Ledian,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Morning,025 - Tier 3 Post Game,,,,,,,N,N,N,Bug,Flying,,,0,Y
Meganium,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Morning,025 - Tier 3 Post Game,,,,,,,Y,N,Y,Grass,,,,0,Y
Sawsbuck,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,"Morning, Day",025 - Tier 3 Post Game,Spring or Summer Form,,,,,,N,N,N,Normal,Grass,,,0,Y
Cinccino,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,"Morning, Day",025 - Tier 3 Post Game,,,,,,,N,N,N,Normal,,,,0,Y
Audino,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,"Morning, Night",025 - Tier 3 Post Game,,,Oran Berry,Sitrus Berry,,,N,N,N,Normal,,Normal Fairy,Y,-,Y
Carnivine,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Night,025 - Tier 3 Post Game,,,,,,,N,N,N,Grass,,,Y,-,Y
Illumise,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Night,025 - Tier 3 Post Game,,,Bright Powder,,,,N,N,N,Bug,,,Y,-,Y
Parasect,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Night,025 - Tier 3 Post Game,,,Tiny Mushroom,Big Mushroom,,,N,N,N,Bug,Grass,,,0,Y
Volbeat,Land,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Night,025 - Tier 3 Post Game,,,Bright Powder,,,,N,N,N,Bug,,,Y,-,Y
Landorus,Event,New World 837,00227 New World 837,Any,025 - Tier 3 Post Game,Z - Landorus Quest,,,,,,Y,N,Y,Ground,Flying,,,-,Y
Thundurus,Event,New World 837,00227 New World 837,Any,025 - Tier 3 Post Game,Z - Thundurus Quest,,,,,,Y,N,Y,Electric,Flying,,,-,Y
Tornadus,Event,New World 837,00227 New World 837,Any,025 - Tier 3 Post Game,Z - Tornadus Quest,,,,,,Y,N,Y,Flying,,,Y,-,Y
Regigigas,Event,New World 838,00228 New World 838,Any,025 - Tier 3 Post Game,Z - Regigigas Quest,,,,,Yes,Y,N,Y,Normal,,,Y,-,Y
Zygarde,Event,The Underroot,00019 The Underroot,Any,026 - Tier 4 Post Game,10% - Zygarde quest,,,,,Yes,Y,N,Y,Dragon,Ground,,,-,Y
Volcanion,Event,Chrysolia Spring,00044 Chrysolia Spring,Any,026 - Tier 4 Post Game,"Z - Volcanion Quest, B1F",,,,,Yes,Y,N,Y,Fire,Water,,,-,Y
Meloetta,Event,Agate Circus,00070 Agate Circus,Any,026 - Tier 4 Post Game,"Z - Meloetta Event, Battle Wheel",,,,,Yes,Y,N,Y,Normal,Psychic,,,-,Y
Misdreavus,Event,North Obsidia Ward Renovated,00117 North Obsidia Ward Renovated,Any,026 - Tier 4 Post Game,"Nightclub. Post Magearna Quest, talk to Luma",,,,,,N,N,Y,Ghost,,,Y,1,
Hoopa,Event,Grandview Station,00163 Grandview Station,Any,026 - Tier 4 Post Game,Z - Hoopa Quest,,,,,Yes,Y,N,Y,Psychic,Dark,,,-,Y
Magearna,Event,Glass Workstation,00176 Glass Workstation,Any,026 - Tier 4 Post Game,Z - Magearna Quest,,,,,Yes,Y,N,Y,Steel,Fairy,,,-,Y
Celebi,Event,Agate City,00177 Agate City,Any,026 - Tier 4 Post Game,Z - Celebi Quest,,,,,Yes,Y,N,Y,Psychic,Grass,,,-,Y
Zeraora,Event,Chrysolia Deepwoods,00193 Chrysolia Deepwoods,Any,026 - Tier 4 Post Game,Z - Zeraora Quest,,,,,Yes,Y,N,Y,Electric,,,Y,-,Y
Carbink,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,,,,Yes,N,N,N,Rock,Fairy,,,-,Y
Golem,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,Everstone,,,,N,N,N,Rock,Ground,,,0,Y
Lunatone,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,Stardust,Moon Stone,,Yes,N,N,N,Psychic,Rock,,,0,Y
Luxray,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Electric,,,,0,Y
Minior,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,Star Piece,,,Yes,N,N,N,Rock,Flying,,,-,Y
Nihilego,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,,,,Yes,Y,N,Y,Rock,Poison,,,-,Y
Raichu,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Electric,,,,0,Y
Rotom,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,,,,Yes,N,N,N,Ghost,,,,-,Y
Sableye,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,Wide Lens,,,,N,N,N,Dark,Ghost,,,-,Y
Shiinotic,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,Tiny Mushroom,Big Mushroom,,,N,N,N,Grass,Fairy,,,0,Y
Solrock,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,Stardust,Sun Stone,,Yes,N,N,N,Psychic,Rock,,,0,Y
Umbreon,Land,New World - Lost Railcave,00194 New World - Lost Railcave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Dark,,,,0,Y
Aerodactyl,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Rock,Flying,,,-,Y
Dhelmise,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,,,,Yes,N,N,N,Ghost,Grass,,Y,-,Y
Golem,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,Everstone,,,,N,N,N,Rock,Ground,,,0,Y
Lunatone,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,Stardust,Moon Stone,,Yes,N,N,N,Rock,Psychic,,Y,-,Y
Magneton,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,Metal Coat,,,Yes,N,N,N,Electric,Steel,,,1,
Mandibuzz,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Dark,Flying,,,0,Y
Marowak,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,Thick Club,,,,N,N,N,Ground,,,,0,Y
Mawile,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,Iron Ball,,,,N,N,N,Steel,Fairy,,Y,-,Y
Rampardos,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,,,,,Y,N,Y,Rock,,,,0,Y
Stakataka,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,,,,Yes,Y,N,Y,Rock,Steel,,,-,Y
Umbreon,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Dark,,,,0,Y
Weavile,Cave,Twilight Desert,00195 Twilight Desert,Any,026 - Tier 4 Post Game,,,Quick Claw,,,,N,N,N,Dark,Ice,,,0,Y
Blacephalon,Land,New World - Train,00197 New World - Train,Any,026 - Tier 4 Post Game,,,,,,Yes,Y,N,Y,Fire,Ghost,,,,
Druddigon,Land,New World - Train,00197 New World - Train,Any,026 - Tier 4 Post Game,,,Dragon Fang,,,,N,N,N,Dragon,,,,,
Honchkrow,Land,New World - Train,00197 New World - Train,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Dark,Flying,,,,
Malamar,Land,New World - Train,00197 New World - Train,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Dark,Fighting,,,,
Mr Mime,Land,New World - Train,00197 New World - Train,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Psychic,Fairy,,,,
Persian,Land,New World - Train,00197 New World - Train,Any,026 - Tier 4 Post Game,,,Quick Claw,,,,N,N,N,Normal,,,,,
Tyrantrum,Land,New World - Train,00197 New World - Train,Any,026 - Tier 4 Post Game,,,,,,,Y,N,Y,Rock,Dragon,,,,
Weavile,Land,New World - Train,00197 New World - Train,Any,026 - Tier 4 Post Game,,,Quick Claw,,,,N,N,N,Ice,Dark,,,,
Beheeyem,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,,,,,Y,N,Y,Psychic,,,,-,Y
Camerupt,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Fire,Rock,,,0,Y
Darmanitan,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Fire,,,,0,Y
Heatmor,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Fire,,,,-,Y
Komala,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Normal,,,,-,Y
Nidoking,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Poison,Ground,,,0,Y
Roserade,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,Poison Barb,,,,Y,N,Y,Grass,Poison,,,0,Y
Seaking,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,Mystic Water,,,,N,N,N,Water,,,,0,Y
Sigilyph,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Psychic,Flying,,,-,Y
Simipour,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Water,,,,0,Y
Simisear,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Fire,,,,0,Y
Sudowoodo,Land,New World - Victory Road,00199 New World - Victory Road,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Rock,,,,0,Y
Corsola,Dive,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Water,Rock,,Y,-,Y
Golisopod,Dive,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Bug,Water,,,0,Y
Lanturn,Dive,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,Deep Sea Scale,,,,N,N,N,Water,Electric,,,0,Y
Relicanth,Dive,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,Deep Sea Scale,,,,N,N,N,Water,Rock,,Y,-,Y
Seaking,Dive,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,Mystic Water,,,,N,N,N,Water,,,,0,Y
Victini,Event,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,Z - Victini Quest,,,,,Yes,Y,N,Y,Psychic,Fire,,,-,Y
Clawitzer,Good Rod,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Water,,,,0,Y
Wimpod,Good Rod,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Bug,Water,,Y,1,
Wishiwashi,Good Rod,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Water,,,Y,-,Y
Wurmple,Headbutt,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,Pecha Berry,Bright Powder,,,N,N,N,Bug,,Bug Flying Bug Poison,Y,2,
Sawsbuck,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,Spring or Summer Form,,,,,,N,N,N,Normal,Grass,,,0,Y
Carbink,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,Yes,N,N,N,Rock,Fairy,,Y,-,Y
Farfetchd,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,Stick,,,,N,N,N,Normal,Flying,,Y,-,Y
Girafarig,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Normal,Psychic,,Y,-,Y
Golurk,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,Light Clay,,,Yes,N,N,N,Ground,Ghost,,,0,Y
Gourgeist,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,Y,N,Y,Ghost,Grass,,,0,Y
Mudsdale,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Ground,,,,0,Y
Rapidash,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Fire,,,,0,Y
Simisage,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,Y,N,Y,Grass,,,,0,Y
Stantler,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Normal,,,Y,-,Y
Swoobat,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Psychic,Flying,,,0,Y
Zebstrika,Land,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Electric,,,,0,Y
Clauncher,Old Rod,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Water,,,Y,1,
Wishiwashi,Old Rod,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Water,,,Y,-,Y
Shuckle,Rock Smash,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,Berry Juice,Berry Juice,Berry Juice,,N,N,N,Bug,Rock,,Y,-,Y
Clawitzer,Super Rod,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Water,,,,0,Y
Golisopod,Super Rod,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Bug,Water,,,0,Y
Wishiwashi,Super Rod,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Water,,,Y,-,Y
Drifblim,Water,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,,,,,N,N,N,Ghost,Flying,,,0,Y
Masquerain,Water,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,Silver Powder,,,,N,N,N,Bug,Flying,,,0,Y
Surskit,Water,Aegir Cave,00200 Aegir Cave,Any,026 - Tier 4 Post Game,,,Honey,,,,N,N,N,Bug,Water,Bug Flying,Y,1,
Corsola,Dive,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Water,Rock,,Y,-,Y
Dewgong,Dive,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Water,Ice,,,0,Y
Gyarados,Dive,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,Y,N,Y,Water,Flying,,,0,Y
Lanturn,Dive,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Deep Sea Scale,,,,N,N,N,Water,Electric,,,0,Y
Octillery,Dive,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Water,,,,0,Y
Seaking,Dive,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Mystic Water,,,,N,N,N,Water,,,,0,Y
Vaporeon,Dive,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Water,,,,0,Y
Latias,Event,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,Z - Latias Event,,,,,,Y,N,Y,Dragon,Psychic,,,-,Y
Latios,Event,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,Z - Latios Event,,,,,,Y,N,Y,Dragon,Psychic,,,-,Y
Omanyte,Good Rod,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Rock,Water,,Y,1,
Qwilfish,Good Rod,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Poison Barb,,,,N,N,N,Water,Poison,,Y,-,Y
Staryu,Good Rod,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Stardust,Starpiece,,Yes,N,N,N,Water,,Water Psychic,Y,1,
Ariados,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Bug,Poison,,,0,Y
Azumarill,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,Yes,N,N,N,Water,Fairy,,,0,Y
Beedrill,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Poison Barb,,,,N,N,N,Bug,Poison,,,0,Y
Butterfree,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Silver Powder,,,,N,N,N,Bug,Flying,,,0,Y
Electrode,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,Yes,N,N,N,Electric,,,,0,Y
Espeon,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Psychic,,,,0,Y
Farfetchd,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Stick,,,,N,N,N,Normal,Flying,,Y,-,Y
Fearow,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Sharp Beak,,,,N,N,N,Normal,Flying,,,0,Y
Golduck,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Water,,,,0,Y
Honchkrow,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Fire,Flying,,,-,Y
Jumpluff,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,Y,N,Y,Grass,Flying,,,0,Y
Kabutops,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,Y,N,Y,Rock,Water,,,0,Y
Ninetales,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Charcoal,,,,Y,N,Y,Fire,,,,0,Y
Quagsire,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Water,Ground,,,0,Y
Rapidash,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Fire,,,,0,Y
Scyther,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Bug,Flying,Bug Steel,Y,1,
Victreebel,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Grass,Poison,,,0,Y
Vileplume,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Absorb Bulb,,,,N,N,N,Grass,Poison,,,0,Y
Xatu,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Psychic,Flying,,,0,Y
Yanmega,Land,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Wide Lens,,,,N,N,N,Bug,Flying,,,0,Y
Kabuto,Old Rod,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Rock,Water,,Y,1,
Omanyte,Old Rod,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Rock,Water,,Y,1,
Mantine,Super Rod,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Water,Flying,,,0,Y
Omastar,Super Rod,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,Y,N,Y,Rock,Water,,,0,Y
Qwilfish,Super Rod,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Poison Barb,,,,N,N,N,Water,Poison,,Y,-,Y
Starmie,Super Rod,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Stardust,Starpiece,,Yes,Y,N,Y,Water,Psychic,,,0,Y
Aerodactyl,Water,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Rock,Flying,,,-,Y
Golduck,Water,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Water,,,,0,Y
Kabutops,Water,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,,,,,Y,N,Y,Rock,Water,,,0,Y
Lapras,Water,Unexplored Territory,00201 Unexplored Territory,Any,026 - Tier 5 Post Game,,,Mystic Water,Mystic Water,Mystic Water,,N,N,N,Water,Ice,,,-,Y
Araquanid,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,Mystic Water,,,,N,N,N,Water,Bug,,,0,Y
Butterfree,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,Silver Powder,,,,N,N,N,Bug,Flying,,,0,Y
Carbink,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,,,,Yes,N,N,N,Rock,Fairy,,Y,-,Y
Florges,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Fairy,,,,0,Y
Froslass,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Ice,Ghost,,,0,Y
Illumise,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,Bright Powder,,,,N,N,N,Bug,,,Y,-,Y
Mawile,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,Iron Ball,,,,N,N,N,Steel,Fairy,,Y,-,Y
Ribombee,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,Honey,,,,N,N,N,Bug,Fairy,,,0,Y
Roserade,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,Poison Barb,,,,N,N,N,Grass,Poison,,,0,Y
Sableye,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,Wide Lens,,,,N,N,N,Dark,Ghost,,Y,-,Y
Vivillon,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Bug,Flying,,,0,Y
Volbeat,Cave,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,Bright Powder,,,,N,N,N,Bug,,,Y,-,Y
Diancie,Event,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,Z - Diancie Quest,,,,,Yes,Y,N,Y,Rock,Fairy,,,-,Y
Alomomola,Good Rod,Aegir Cave Depths,00202 Aegir Cave Depths,Any,026 - Tier 5 Post Game,,,,,,,N,N,N,Water,,,Y,-,Y
